GENE,SGDID,CHROM,START,END
CDC36,YDL165W,chrIV,164290,164865
CDC37,YDR168W,chrIV,790328,791848
CDC39,YCR093W,chrIII,280117,286443
CDC4,YFL009W,chrVI,116145,118484
CDC40,YDR364C,chrIV,1202843,1204210
CDC42,YLR229C,chrXII,604212,604787
CDC43,YGL155W,chrVII,214081,215211
CDC45,YLR103C,chrXII,343989,345941
CDC48,YDL126C,chrIV,236157,238664
CDC5,YMR001C,chrXIII,269019,271136
CDC50,YCR094W,chrIII,286762,287937
CDC53,YDL132W,chrIV,224304,226751
CDC55,YGL190C,chrVII,145809,147389
CDC6,YJL194W,chrX,69338,70879
CDC60,YPL160W,chrXVI,246990,250262
CDC65,YNCM0036C,chrXIII,808246,808317
CDC7,YDL017W,chrIV,424209,425732
CDC73,YLR418C,chrXII,956914,958095
CDC8,YJR057W,chrX,544062,544712
CDC9,YDL164C,chrIV,164987,167254
CDD1,YLR245C,chrXII,626502,626930
CDH1,YGL003C,chrVII,492474,494174
CDS1,YBR029C,chrII,296369,297742
CEF1,YMR213W,chrXIII,693381,695153
CEG1,YGL130W,chrVII,266145,267524
CEM1,YER061C,chrV,278298,279626
CEP3,YMR168C,chrXIII,597332,599158
CET1,YPL228W,chrXVI,118382,120031
CEX1,YOR112W,chrXV,531508,533793
CFD1,YIL003W,chrIX,349122,350003
CFF1,YML079W,chrXIII,110247,110852
CFT1,YDR301W,chrIV,1063352,1067425
CFT2,YLR115W,chrXII,377985,380564
CGI121,YML036W,chrXIII,205642,206293
CGR1,YGL029W,chrVII,440063,440425
CHA1,YCL064C,chrIII,15798,16880
CHA4,YLR098C,chrXII,337527,339473
CHC1,YGL206C,chrVII,102543,107504
CHD1,YER164W,chrV,505392,509798
CHK1,YBR274W,chrII,749594,751177
CHL1,YPL008W,chrXVI,539385,541970
CHL4,YDR254W,chrIV,965113,966489
CHM7,YJL049W,chrX,345973,347325
CHO1,YER026C,chrV,207644,208474
CHO2,YGR157W,chrVII,802440,805049
CHS1,YNL192W,chrXIV,276502,279897
CHS2,YBR038W,chrII,311898,314789
CHS3,YBR023C,chrII,284428,287925
CHS5,YLR330W,chrXII,787664,789679
CHS6,YJL099W,chrX,239414,241654
CHS7,YHR142W,chrVIII,383538,384488
CHZ1,YER030W,chrV,213437,213898
CIA1,YDR267C,chrIV,1002510,1003502
CIA2,YHR122W,chrVIII,353625,354320
CIC1,YHR052W,chrVIII,210848,211978
CIK1,YMR198W,chrXIII,659745,661529
CIM1,YOR114W,chrXV,537570,538454
CIN1,YOR349W,chrXV,989789,992833
CIN10,YDR387C,chrIV,1248154,1249821
CIN2,YPL241C,chrXVI,95372,96258
CIN4,YMR138W,chrXIII,545155,545730
CIN5,YOR028C,chrXV,383533,384420
CIN8,YEL061C,chrV,36535,39537
CIP1,YPL014W,chrXVI,527547,528692
CIR1,YGR207C,chrVII,910843,911628
CIR2,YOR356W,chrXV,1007221,1009116
CIS1,YLR346C,chrXII,822287,822592
CIS3,YJL158C,chrX,122265,122948
CIT1,YNR001C,chrXIV,629622,631061
CIT2,YCR005C,chrIII,120946,122328
CIT3,YPR001W,chrXVI,556377,557837
CKA1,YIL035C,chrIX,287790,288908
CKA2,YOR061W,chrXV,441534,442553
CKB1,YGL019W,chrVII,458156,458992
CKB2,YOR039W,chrXV,405768,406544
CKI1,YLR133W,chrXII,408445,410193
CKS1,YBR135W,chrII,504854,505306
CLA4,YNL298W,chrXIV,68915,71443
CLB1,YGR108W,chrVII,703636,705051
CLB2,YPR119W,chrXVI,771653,773128
CLB3,YDL155W,chrIV,176773,178056
CLB4,YLR210W,chrXII,562008,563390
CLB5,YPR120C,chrXVI,773875,775182
CLB6,YGR109C,chrVII,705359,706501
CLC1,YGR167W,chrVII,832456,833157
CLD1,YGR110W,chrVII,713709,715046
CLF1,YLR117C,chrXII,382471,384534
CLG1,YGL215W,chrVII,87981,89339
CLN1,YMR199W,chrXIII,662644,664284
CLN2,YPL256C,chrXVI,64977,66614
CLN3,YAL040C,chrI,65778,67520
CLP1,YOR250C,chrXV,800970,802307
CLU1,YMR012W,chrXIII,291134,294967
CMC1,YKL137W,chrXI,185957,186292
CMC2,YBL059C-A,chrII,110125,110539
CMC4,YMR194C-B,chrXIII,652594,652887
CMD1,YBR109C,chrII,457919,458362
CMG1,YLR271W,chrXII,682737,683561
CMI7,YIL002W-A,chrIX,350301,350510
CMI8,YDR461C-A,chrIV,1385524,1385766
CMK1,YFR014C,chrVI,172537,173877
CMK2,YOL016C,chrXV,294777,296120
CMP2,YML057W,chrXIII,160180,161994
CMR1,YDL156W,chrIV,174918,176486
CMR2,YOR093C,chrXV,497506,502452
CMR3,YPR013C,chrXVI,584632,585585
CMS1,YLR003C,chrXII,156855,157730
CNA1,YLR433C,chrXII,1004347,1006008
CNB1,YKL190W,chrXI,82947,83550
CNE1,YAL058W,chrI,37464,38972
CNL1,YDR357C,chrIV,1189199,1189567
CNM1,YBR063C,chrII,366970,368184
CNM67,YNL225C,chrXIV,222724,224469
CNN1,YFR046C,chrVI,243074,244159
CNS1,YBR155W,chrII,549771,550928
COA1,YIL157C,chrIX,46949,47542
COA2,YPL189C-A,chrXVI,188307,188513
COA3,YJL062W-A,chrX,316723,316980
COA4,YLR218C,chrXII,573466,573918
COA6,YMR244C-A,chrXIII,758517,758831
COB,Q0105,chrM,36540,43647
COF1,YLL050C,chrXII,39804,40414
COG1,YGL223C,chrVII,79112,80365
COG2,YGR120C,chrVII,730033,730821
COG3,YER157W,chrV,484788,487193
COG4,YPR105C,chrXVI,736984,739569
COG5,YNL051W,chrXIV,532659,533870
COG6,YNL041C,chrXIV,549468,551987
COG7,YGL005C,chrVII,489708,490547
COG8,YML071C,chrXIII,129749,131572
COI1,YDR381C-A,chrIV,1238312,1238850
COM2,YER130C,chrV,421115,422446
COP1,YDL145C,chrIV,194571,198176
COQ1,YBR003W,chrII,242809,244230
COQ10,YOL008W,chrXV,310312,310935
COQ11,YLR290C,chrXII,717145,717978
COQ2,YNR041C,chrXIV,700541,701659
COQ21,YBR230W-A,chrII,680362,680562
COQ3,YOL096C,chrXV,138107,139045
COQ4,YDR204W,chrIV,858137,859144
COQ5,YML110C,chrXIII,50031,50954
COQ6,YGR255C,chrVII,1002523,1003962
COQ8,YGL119W,chrVII,284442,285947
COQ9,YLR201C,chrXII,549511,550293
COR1,YBL045C,chrII,134143,135516
COS1,YNL336W,chrXIV,8330,9475
COS10,YNR075W,chrXIV,779916,781040
COS111,YBR203W,chrII,629168,631942
COS12,YGL263W,chrVII,2790,3932
COS2,YBR302C,chrII,810340,811479
COS3,YML132W,chrXIII,7244,8383
COS4,YFL062W,chrVI,6426,7565
COS5,YJR161C,chrX,742848,743999
COS6,YGR295C,chrVII,1081584,1082729
COS7,YDL248W,chrIV,1802,2953
COS8,YHL048W,chrVIII,6401,7546
COS9,YKL219W,chrXI,14485,15708
COT1,YOR316C,chrXV,906236,907555
COX1,Q0045,chrM,13818,26701
COX10,YPL172C,chrXVI,224353,225741
COX11,YPL132W,chrXVI,301716,302618
COX12,YLR038C,chrXII,224921,225172
COX13,YGL191W,chrVII,144808,145197
COX14,YML129C,chrXIII,14541,14753
COX15,YER141W,chrV,453459,454919
COX16,YJL003W,chrX,432644,433000
COX17,YLL009C,chrXII,131205,131414
COX18,YGR062C,chrVII,616328,617278
COX19,YLL018C-A,chrXII,108676,108972
COX2,Q0250,chrM,73758,74513
COX20,YDR231C,chrIV,926293,926910
COX23,YHR116W,chrVIII,341665,342120
COX26,YDR119W-A,chrIV,691014,691214
COX3,Q0275,chrM,79213,80022
COX4,YGL187C,chrVII,149704,150171
COX5A,YNL052W,chrXIV,531725,532186
COX5B,YIL111W,chrIX,155222,155765
COX6,YHR051W,chrVIII,209705,210151
COX7,YMR256C,chrXIII,778945,779127
COX8,YLR395C,chrXII,909729,909965
COX9,YDL067C,chrIV,334217,334396
COY1,YKL179C,chrXI,110464,112503
CPA1,YOR303W,chrXV,882899,884134
CPA2,YJR109C,chrX,629585,632941
CPD1,YGR247W,chrVII,984966,985685
CPR1,YDR155C,chrIV,768512,769000
CPR2,YHR057C,chrVIII,218226,218843
CPR3,YML078W,chrXIII,111002,111550
CPR4,YCR069W,chrIII,239055,240011
CPR5,YDR304C,chrIV,1071880,1072557
CPR6,YLR216C,chrXII,572096,573211
CPR7,YJR032W,chrX,491081,492262
CPR8,YNR028W,chrXIV,676177,677103
CPS1,YJL172W,chrX,97737,99467
CPT1,YNL130C,chrXIV,379558,380831
CQD1,YPL109C,chrXVI,345264,347389
CQD2,YLR253W,chrXII,642627,644336
CRC1,YOR100C,chrXV,513295,514278
CRD1,YDL142C,chrIV,201719,202570
CRF1,YDR223W,chrIV,912099,913502
CRG1,YHR209W,chrVIII,519437,520312
CRH1,YGR189C,chrVII,876669,878192
CRM1,YGR218W,chrVII,932541,935795
CRN1,YLR429W,chrXII,990777,992732
CRP1,YHR146W,chrVIII,390300,391697
CRR1,YLR213C,chrXII,566654,567922
CRS1,YNL247W,chrXIV,182875,185178
CRS5,YOR031W,chrXV,389213,389422
CRT10,YOL063C,chrXV,207392,210265
CRZ1,YNL027W,chrXIV,579580,581616
CSA1,YPR174C,chrXVI,888043,888708
CSC1,YLR241W,chrXII,620473,622821
CSE1,YGL238W,chrVII,49552,52434
CSE2,YNR010W,chrXIV,643744,644193
CSE4,YKL049C,chrXI,346075,346764
CSF1,YLR087C,chrXII,306855,315731
CSG2,YBR036C,chrII,309081,310313
CSH1,YBR161W,chrII,561634,562764
CSI1,YMR025W,chrXIII,323300,324187
CSI2,YOL007C,chrXV,311342,312367
CSL4,YNL232W,chrXIV,214923,215801
CSM1,YCR086W,chrIII,263392,263964
CSM2,YIL132C,chrIX,99860,100501
CSM3,YMR048W,chrXIII,366981,367934
CSM4,YPL200W,chrXVI,171484,171954
CSN9,YDR179C,chrIV,818708,819196
CSR1,YLR380W,chrXII,878282,879508
CSR2,YPR030W,chrXVI,627880,631245
CSS1,YIL169C,chrIX,23119,26106
CSS2,YFR020W,chrVI,192737,193435
CSS3,YOL159C,chrXV,17281,17796
CST26,YBR042C,chrII,320416,321609
CST6,YIL036W,chrIX,285666,287429
CST9,YLR394W,chrXII,907950,909398
CTA1,YDR256C,chrIV,968133,969680
CTF13,YMR094W,chrXIII,455825,457261
CTF18,YMR078C,chrXIII,422503,424728
CTF19,YPL018W,chrXVI,517651,518760
CTF3,YLR381W,chrXII,879723,881924
CTF4,YPR135W,chrXVI,799234,802017
CTF8,YHR191C,chrVIII,486230,486631
CTH1,YDR151C,chrIV,764178,765155
CTI6,YPL181W,chrXVI,203421,204941
CTK1,YKL139W,chrXI,182958,184544
CTK2,YJL006C,chrX,423138,424109
CTK3,YML112W,chrXIII,45063,45953
CTL1,YMR180C,chrXIII,622251,623213
CTM1,YHR109W,chrVIII,330310,332067
CTO1,YCR015C,chrIII,141217,142170
CTP1,YBR291C,chrII,783673,784572
CTR1,YPR124W,chrXVI,786208,787428
CTR2,YHR175W,chrVIII,452872,453441
CTR3,YLR411W,chrXII,947253,947978
CTR86,YCR054C,chrIII,218376,220067
CTR9,YOL145C,chrXV,49555,52788
CTS1,YLR286C,chrXII,708448,710136
CTS2,YDR371W,chrIV,1219413,1220948
CTT1,YGR088W,chrVII,654634,656322
CUB1,YPL260W,chrXVI,49303,50958
CUE1,YMR264W,chrXIII,795805,796416
CUE2,YKL090W,chrXI,271878,273209
CUE3,YGL110C,chrVII,301537,303411
CUE4,YML101C,chrXIII,69735,70088
CUE5,YOR042W,chrXV,408425,409660
CUL3,YGR003W,chrVII,500132,502366
CUP1-1,YHR053C,chrVIII,212535,212720
CUP1-2,YHR055C,chrVIII,214533,214718
CUP2,YGL166W,chrVII,191129,191806
CUP9,YPL177C,chrXVI,213042,213962
CUR1,YPR158W,chrXVI,843262,844020
CUS1,YMR240C,chrXIII,749930,751240
CUS2,YNL286W,chrXIV,95223,96080
CUZ1,YNL155W,chrXIV,342516,343340
CVM1,YMR160W,chrXIII,575066,577516
CWC15,YDR163W,chrIV,781423,781950
CWC2,YDL209C,chrIV,86207,87226
CWC21,YDR482C,chrIV,1420431,1420838
CWC22,YGR278W,chrVII,1046731,1048464
CWC23,YGL128C,chrVII,269293,270144
CWC24,YLR323C,chrXII,778173,778952
CWC25,YNL245C,chrXIV,186346,186885
CWC27,YPL064C,chrXVI,428711,429616
CWH41,YGL027C,chrVII,443642,446143
CWH43,YCR017C,chrIII,144773,147634
CWP1,YKL096W,chrXI,261132,261851
CWP2,YKL096W-A,chrXI,259253,259531
CYB2,YML054C,chrXIII,165533,167308
CYB5,YNL111C,chrXIV,416940,417302
CYC1,YJR048W,chrX,526335,526664
CYC2,YOR037W,chrXV,401555,402655
CYC3,YAL039C,chrI,68716,69525
CYC7,YEL039C,chrV,79636,79977
CYC8,YBR112C,chrII,462870,465770
CYK3,YDL117W,chrIV,248581,251238
CYM1,YDR430C,chrIV,1325501,1328470
CYR1,YJL005W,chrX,425157,431237
CYS3,YAL012W,chrI,130799,131983
CYS4,YGR155W,chrVII,798543,800066
CYT1,YOR065W,chrXV,447439,448368
CYT2,YKL087C,chrXI,277189,277863
DAD1,YDR016C,chrIV,478474,478758
DAD2,YKR083C,chrXI,596421,596822
DAD3,YBR233W-A,chrII,684977,685261
DAD4,YDR320C-A,chrIV,1108280,1108498
DAK1,YML070W,chrXIII,133475,135229
DAK2,YFL053W,chrVI,23423,25198
DAL1,YIR027C,chrIX,406260,407642
DAL2,YIR029W,chrIX,410807,411838
DAL3,YIR032C,chrIX,415030,415617
DAL4,YIR028W,chrIX,408468,410375
DAL5,YJR152W,chrX,719666,721297
DAL7,YIR031C,chrIX,413015,414679
DAL80,YKR034W,chrXI,506898,507707
DAL81,YIR023W,chrIX,399777,402689
DAL82,YNL314W,chrXIV,44447,45214
DAM1,YGR113W,chrVII,718893,719924
DAN1,YJR150C,chrX,708811,709707
DAN4,YJR151C,chrX,712255,715740
DAP1,YPL170W,chrXVI,228314,228772
DAP2,YHR028C,chrVIII,164978,167434
DAS1,YJL149W,chrX,137379,139370
DAS2,YDR020C,chrIV,485746,486444
DAT1,YML113W,chrXIII,44045,44791
DBF2,YGR092W,chrVII,668189,669907
DBF20,YPR111W,chrXVI,747306,749000
DBF4,YDR052C,chrIV,558511,560625
DBP1,YPL119C,chrXVI,324411,326264
DBP10,YDL031W,chrIV,394217,397204
DBP2,YNL112W,chrXIV,413639,416281
DBP3,YGL078C,chrVII,360288,361859
DBP5,YOR046C,chrXV,414459,415907
DBP6,YNR038W,chrXIV,695595,697484
DBP7,YKR024C,chrXI,485144,487372
DBP8,YHR169W,chrVIII,442181,443476
DBP9,YLR276C,chrXII,695046,696830
DBR1,YKL149C,chrXI,167612,168829
DCC1,YCL016C,chrIII,94621,95763
DCD1,YHR144C,chrVIII,387788,388726
DCG1,YIR030C,chrIX,412036,412770
DCI1,YOR180C,chrXV,674352,675167
DCK1,YLR422W,chrXII,965897,971695
DCN1,YLR128W,chrXII,398530,399433
DCP1,YOL149W,chrXV,44938,45633
DCP2,YNL118C,chrXIV,402652,405564
DCR2,YLR361C,chrXII,847388,849124
DCS1,YLR270W,chrXII,681186,682238
DCS2,YOR173W,chrXV,657264,658325
DCV1,YFR012W,chrVI,167888,168496
DCW1,YKL046C,chrXI,351275,352624
DDC1,YPL194W,chrXVI,179277,181115
DDE1,YHR045W,chrVIII,195551,197233
DDI1,YER143W,chrV,456319,457605
DDI2,YNL335W,chrXIV,11452,12129
DDI3,YFL061W,chrVI,9545,10222
DDL1,YOR022C,chrXV,373710,375857
DDP1,YOR163W,chrXV,642741,643307
DDR2,YOL052C-A,chrXV,231570,231755
DDR48,YMR173W,chrXIII,608689,609981
DED1,YOR204W,chrXV,722911,724725
DED81,YHR019C,chrVIII,141894,143558
DEF1,YKL054C,chrXI,336537,338753
DEG1,YFL001W,chrVI,147131,148459
DEP1,YAL013W,chrI,129270,130487
DER1,YBR201W,chrII,623576,624211
DET1,YDR051C,chrIV,557056,558060
DFG10,YIL049W,chrIX,260158,260919
DFG16,YOR030W,chrXV,386825,388684
DFG5,YMR238W,chrXIII,746353,747729
DFM1,YDR411C,chrIV,1293369,1294394
DFP1,YAR023C,chrI,179281,179820
DFP2,YAR029W,chrI,186321,186545
DFP3,YCR007C,chrIII,126011,126730
DFP4,YHL044W,chrVIII,13565,14272
DFR1,YOR236W,chrXV,780906,781541
DGA1,YOR245C,chrXV,794076,795332
DGK1,YOR311C,chrXV,899056,899928
DGR1,YNL130C-A,chrXIV,381245,381391
DGR2,YKL121W,chrXI,214142,216700
DHH1,YDL160C,chrIV,170410,171930
DHR2,YKL078W,chrXI,288845,291052
DIA1,YMR316W,chrXIII,904825,905835
DIA2,YOR080W,chrXV,474594,476792
DIA3,YDL024C,chrIV,408451,409857
DIA4,YHR011W,chrVIII,127780,129120
DIB1,YPR082C,chrXVI,704225,704656
DIC1,YLR348C,chrXII,826977,827873
DID2,YKR035W-A,chrXI,507939,508553
DID4,YKL002W,chrXI,437778,438544
DIE2,YGR227W,chrVII,947420,948997
DIF1,YLR437C,chrXII,1011622,1012023
DIG1,YPL049C,chrXVI,462481,463839
DIG2,YDR480W,chrIV,1417399,1418370
DIM1,YPL266W,chrXVI,39121,40077
DIN7,YDR263C,chrIV,994242,995534
DIP2,YLR129W,chrXII,399657,402488
DIP5,YPL265W,chrXVI,41043,42869
DIS3,YOL021C,chrXV,282421,285426
DIT1,YDR403W,chrIV,1274602,1276212
DIT2,YDR402C,chrIV,1272234,1273703
DJP1,YIR004W,chrIX,363221,364519
DLD1,YDL174C,chrIV,145826,147589
DLD2,YDL178W,chrIV,139522,141114
DLD3,YEL071W,chrV,16355,17845
DLS1,YJL065C,chrX,315054,315557
DLT1,YMR126C,chrXIII,520761,521789
DMA1,YHR115C,chrVIII,340109,341359
DMA2,YNL116W,chrXIV,408341,409909
DMC1,YER179W,chrV,548421,549517
DML1,YMR211W,chrXIII,689083,690510
DMO1,YJR120W,chrX,647126,647476
DMO2,YDL157C,chrIV,174232,174588
DNA2,YHR164C,chrVIII,424610,429178
DNF1,YER166W,chrV,512744,517459
DNF2,YDR093W,chrIV,631282,636120
DNF3,YMR162C,chrXIII,578951,583921
DNL4,YOR005C,chrXV,334509,337343
DNM1,YLL001W,chrXII,147890,150163
DOA1,YKL213C,chrXI,31960,34107
DOA4,YDR069C,chrIV,584939,587719
DOC1,YGL240W,chrVII,48613,49365
DOG1,YHR044C,chrVIII,194068,194808
DOG2,YHR043C,chrVIII,192805,193545
DOM34,YNL001W,chrXIV,627456,628616
DON1,YDR273W,chrIV,1010176,1011273
DOP1,YDR141C,chrIV,734901,739997
DOS2,YDR068W,chrIV,583713,584645
DOT1,YDR440W,chrIV,1342493,1344241
DOT5,YIL010W,chrIX,334882,335529
DOT6,YER088C,chrV,333176,335188
DPA10,YLR307C-A,chrXII,746848,747111
DPB11,YJL090C,chrX,262757,265051
DPB2,YPR175W,chrXVI,888974,891043
DPB3,YBR278W,chrII,760294,760899
DPB4,YDR121W,chrIV,693585,694175
DPC13,YGL041W-A,chrVII,418825,419289
DPC25,YPL107W,chrXVI,349119,349865
DPC29,YGR021W,chrVII,527632,528504
DPC7,YKL065W-A,chrXI,315954,316175
DPH1,YIL103W,chrIX,171751,173028
DPH2,YKL191W,chrXI,81035,82639
DPH5,YLR172C,chrXII,501260,502162
DPH6,YLR143W,chrXII,427329,429386
DPI35,YMR130W,chrXIII,532119,533027
DPI8,YJL133C-A,chrX,159623,159847
DPL1,YDR294C,chrIV,1050459,1052228
DPM1,YPR183W,chrXVI,900755,901558
DPP1,YDR284C,chrIV,1030550,1031419
DPS1,YLL018C,chrXII,109902,111575
DRE2,YKR071C,chrXI,574934,575980
DRN1,YGR093W,chrVII,670388,671911
DRS1,YLL008W,chrXII,131729,133987
DRS2,YAL026C,chrI,95630,99697
DSC2,YOL073C,chrXV,193832,194800
DSC3,YOR223W,chrXV,759782,760660
DSD1,YGL196W,chrVII,129883,131169
DSE1,YER124C,chrV,407342,409063
DSE2,YHR143W,chrVIII,385510,386487
DSE3,YOR264W,chrXV,818866,820158
DSE4,YNR067C,chrXIV,755746,759099
DSF1,YEL070W,chrV,19589,21097
DSF2,YBR007C,chrII,248806,251016
DSK2,YMR276W,chrXIII,818827,819948
DSL1,YNL258C,chrXIV,158109,160373
DSN1,YIR010W,chrIX,375431,377161
DSS1,YMR287C,chrXIII,842436,845345
DSS4,YPR017C,chrXVI,593486,593917
DST1,YGL043W,chrVII,417483,418412
DTD1,YDL219W,chrIV,65242,65765
DTR1,YBR180W,chrII,589741,591459
DUF1,YOL087C,chrXV,155287,158637
DUG1,YFR044C,chrVI,239992,241437
DUG2,YBR281C,chrII,764970,767606
DUG3,YNL191W,chrXIV,280432,281505
DUN1,YDL101C,chrIV,280307,281848
DUO1,YGL061C,chrVII,388968,389711
DUR12,YBR208C,chrII,636703,642210
DUR3,YHL016C,chrVIII,72037,74244
DUS1,YML080W,chrXIII,108806,110077
DUS3,YLR401C,chrXII,922442,924448
DUS4,YLR405W,chrXII,929789,930892
DUT1,YBR252W,chrII,722611,723054
DXO1,YDR370C,chrIV,1217782,1219110
DYN1,YKR054C,chrXI,535647,547925
DYN2,YDR424C,chrIV,1319387,1319841
DYN3,YMR299C,chrXIII,864412,865350
DYS1,YHR068W,chrVIII,232133,233296
EAF1,YDR359C,chrIV,1191936,1194884
EAF3,YPR023C,chrXVI,608826,610031
EAF5,YEL018W,chrV,121471,122310
EAF6,YJR082C,chrX,581914,582255
EAF7,YNL136W,chrXIV,370368,371645
EAP1,YKL204W,chrXI,53704,55602
EAR1,YMR171C,chrXIII,603868,605520
EAT1,YGR015C,chrVII,521090,522076
EBP2,YKL172W,chrXI,125759,127042
EBS1,YDR206W,chrIV,862054,864708
ECI1,YLR284C,chrXII,706198,707040
ECL1,YGR146C,chrVII,784223,784858
ECM1,YAL059W,chrI,36509,37147
ECM10,YEL030W,chrV,94644,96578
ECM11,YDR446W,chrIV,1353725,1354633
ECM12,YHR021W-A,chrVIII,149225,149680
ECM13,YBL043W,chrII,136688,137461
ECM14,YHR132C,chrVIII,368502,369794
ECM15,YBL001C,chrII,237153,237467
ECM16,YMR128W,chrXIII,523696,527499
ECM18,YDR125C,chrIV,701397,702758
ECM19,YLR390W,chrXII,903066,903404
ECM2,YBR065C,chrII,368584,369678
ECM21,YBL101C,chrII,24946,28299
ECM22,YLR228C,chrXII,600019,602463
ECM23,YPL021W,chrXVI,511101,511664
ECM25,YJL201W,chrX,54379,56178
ECM27,YJR106W,chrX,624838,627015
ECM29,YHL030W,chrVIII,40084,45690
ECM3,YOR092W,chrXV,495127,496968
ECM30,YLR436C,chrXII,1007421,1011245
ECM31,YBR176W,chrII,583720,584658
ECM32,YER176W,chrV,541690,545055
ECM33,YBR078W,chrII,393123,394742
ECM34,YHL043W,chrVIII,14901,15413
ECM38,YLR299W,chrXII,726069,728051
ECM4,YKR076W,chrXI,582283,583395
ECM5,YMR176W,chrXIII,611740,615975
ECM7,YLR443W,chrXII,1022625,1023971
ECM8,YBR076W,chrII,390227,391291
ECM9,YKR004C,chrXI,446799,448036
ECO1,YFR027W,chrVI,207452,208297
ECT1,YGR007W,chrVII,506969,507940
EDC1,YGL222C,chrVII,80659,81186
EDC2,YER035W,chrV,222639,223076
EDC3,YEL015W,chrV,126629,128284
EDE1,YBL047C,chrII,127895,132040
EDS1,YBR033W,chrII,301944,304703
EEB1,YPL095C,chrXVI,368071,369441
EFB1,YAL003W,chrI,142174,143160
EFG1,YGR271C-A,chrVII,1037800,1038501
EFM1,YHL039W,chrVIII,21783,23540
EFM2,YBR271W,chrII,744852,746111
EFM3,YJR129C,chrX,664000,665019
EFM4,YIL064W,chrIX,241943,242716
EFM5,YGR001C,chrVII,497133,498034
EFM6,YNL024C,chrXIV,587107,587847
EFR3,YMR212C,chrXIII,690695,693043
EFT1,YOR133W,chrXV,575098,577626
EFT2,YDR385W,chrIV,1243230,1245758
EGD1,YPL037C,chrXVI,481428,481901
EGD2,YHR193C,chrVIII,487712,488236
EGH1,YIR007W,chrIX,370704,372998
EGO2,YCR075W-A,chrIII,248975,249202
EGO4,YNR034W-A,chrXIV,692561,692857
EGT2,YNL327W,chrXIV,24048,27173
EHD3,YDR036C,chrIV,523211,524713
EHT1,YBR177C,chrII,584807,586162
EIS1,YMR031C,chrXIII,332212,334743
EKI1,YDR147W,chrIV,751631,753235
ELA1,YNL230C,chrXIV,217523,218662
ELC1,YPL046C,chrXVI,466644,466943
ELF1,YKL160W,chrXI,153269,153706
ELG1,YOR144C,chrXV,602717,605092
ELM1,YKL048C,chrXI,347214,349136
ELO1,YJL196C,chrX,67850,68782
ELO2,YCR034W,chrIII,190592,191635
ELO3,YLR372W,chrXII,867354,868391
ELP2,YGR200C,chrVII,899904,902270
ELP3,YPL086C,chrXVI,384773,386446
ELP4,YPL101W,chrXVI,360209,361579
ELP6,YMR312W,chrXIII,898405,899226
EMA17,YIL029C,chrIX,300829,301257
EMA19,YLR050C,chrXII,245587,246072
EMA35,YCR100C,chrIII,301271,302221
EMC1,YCL045C,chrIII,44623,46905
EMC10,YDR056C,chrIV,565023,565640
EMC2,YJR088C,chrX,586495,587373
EMC3,YKL207W,chrXI,48194,48955
EMC4,YGL231C,chrVII,63048,63620
EMC5,YIL027C,chrIX,303679,304104
EMC6,YLL014W,chrXII,121322,121648
EMG1,YLR186W,chrXII,523632,524390
EMI1,YDR512C,chrIV,1470500,1471063
EMI2,YDR516C,chrIV,1474974,1476476
EMP24,YGL200C,chrVII,122694,123305
EMP46,YLR080W,chrXII,287916,289250
EMP47,YFL048C,chrVI,38843,40180
EMP65,YER140W,chrV,451565,453235
EMP70,YLR083C,chrXII,294091,296094
EMT1,YNCD0025W,chrIV,1175829,1175901
EMT2,YNCO0030W,chrXV,976421,976493
EMT3,YNCJ0020W,chrX,422937,423009
EMT4,YNCM0028C,chrXIII,572883,572955
EMT5,YNCJ0016C,chrX,391043,391115
EMW1,YNL313C,chrXIV,45308,48022
ENA1,YDR040C,chrIV,535192,538467
ENA2,YDR039C,chrIV,531307,534582
ENA5,YDR038C,chrIV,527422,530697
ENB1,YOL158C,chrXV,19491,21311
END3,YNL084C,chrXIV,470053,471102
ENO1,YGR254W,chrVII,1000927,1002240
ENO2,YHR174W,chrVIII,451327,452640
ENP1,YBR247C,chrII,713004,714455
ENP2,YGR145W,chrVII,781767,783890
ENT1,YDL161W,chrIV,167714,169078
ENT2,YLR206W,chrXII,554578,556419
ENT3,YJR125C,chrX,654737,655963
ENT4,YLL038C,chrXII,65775,66518
ENT5,YDR153C,chrIV,766736,767971
ENV11,YGR071C,chrVII,631481,634063
ENV7,YPL236C,chrXVI,101608,102702
ENV9,YOR246C,chrXV,795801,796793
EOS1,YNL080C,chrXIV,476932,478032
EPL1,YFL024C,chrVI,87847,90345
EPO1,YMR124W,chrXIII,514456,517287
EPS1,YIL005W,chrIX,345692,347797
EPT1,YHR123W,chrVIII,354815,356081
ERB1,YMR049C,chrXIII,368094,370517
ERC1,YHR032W,chrVIII,173344,175089
ERD1,YDR414C,chrIV,1295598,1296686
ERD2,YBL040C,chrII,142112,142868
ERF2,YLR246W,chrXII,627118,628197
ERG1,YGR175C,chrVII,846933,848423
ERG10,YPL028W,chrXVI,498096,499292
ERG11,YHR007C,chrVIII,120091,121683
ERG12,YMR208W,chrXIII,684467,685798
ERG13,YML126C,chrXIII,19060,20535
ERG2,YMR202W,chrXIII,667537,668205
ERG20,YJL167W,chrX,105014,106072
ERG24,YNL280C,chrXIV,109095,110411
ERG25,YGR060W,chrVII,610564,611493
ERG26,YGL001C,chrVII,495453,496502
ERG27,YLR100W,chrXII,341810,342853
