REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY,UniprotID,UniparcID
YAR070C,YAR070C,S000000093,chrI,224563,224862,-1,99,,Dubious open reading frame,,P39566,UPI000013A12F
YAR074C,YAR074C,S000120186,chrI,228529,228855,-1,108,,Deleted ORF,,,N/A
YAR075W,YAR075W,S000002145,chrI,228844,229317,1,157,,Non-functional protein with homology IMP dehydrogenase,,O42831,UPI000006B996
YBR085W,AAC3,S000000289,chrII,415983,416906,1,307,ADP/ATP Carrier,Mitochondrial inner membrane ADP/ATP translocator,"An ATP:ADP antiporter involved in heme, ADP, and ADP transport as well as anaerobic respiration; localized to the mitochondrial inner membrane",P18238,UPI0000125620
YBL074C,AAR2,S000000170,chrII,86722,87789,-1,355,A1-Alpha2 Repression,Component of the U5 snRNP complex,A protein involved in the assembly of a spliceosomal tri-snRNP complex; localizes to U5 snRNP,P32357,UPI0000053112
YBR236C,ABD1,S000000440,chrII,690383,691693,-1,436,,Methyltransferase,Messenger RNA (mRNA) guanine 7-methyltransferase involved in addition of 7-methylguanosine cap to 5' end of nascent mRNA transcript; localizes to nucleus and cytoplasm,P32783,UPI000005318F
YBL015W,ACH1,S000000111,chrII,194122,195702,1,526,Acetyl CoA Hydrolase,Protein with CoA transferase activity,Acetate CoA-transferase and acetyl-CoA hydrolase; involved in the metabolism of acetate; localizes to the mitochondrion and cytosol,P32316,UPI00001682B4
YBR145W,ADH5,S000000349,chrII,533762,534817,1,351,Alcohol DeHydrogenase,Alcohol dehydrogenase isoenzyme V,NAD-dependent alcohol dehydrogenase that converts ethanol to acetylaldehyde,P38113,UPI0000125588
YBR132C,AGP2,S000000336,chrII,499652,501442,-1,596,high-Affinity Glutamine Permease,Plasma membrane regulator of high affinity polyamine and carnitine tra,"Membrane protein that positively regulates the transport of (R)-carnitine and polyamines across membranes; localizes to plasma, vacuolar, and endoplasmic reticulum membranes",P38090,UPI00001256F8
YBR108W,AIM3,S000000312,chrII,454822,457665,1,947,Altered Inheritance rate of Mitochondria,Protein that inhibits barbed-end actin filament elongation,Protein with a role in capping barbed-end actin filaments and assembly of actin cortical patches; localized to membrane rafts and actin cortical patches,P38266,UPI0001F7BD31
YBR194W,AIM4,S000000398,chrII,610038,610409,1,123,Altered Inheritance rate of Mitochondria,Protein proposed to be associated with the nuclear pore complex,Protein whose biological role is unknown; localized to the cytoplasm,P38305,UPI000013A21C
YBR059C,AKL1,S000000263,chrII,356861,360187,-1,1108,Ark family Kinase-Like protein,Ser/Thr protein kinase,Serine/threonine kinase that negatively regulates clathrin-dependent endocytosis; localized to the cellular bud neck and prospore membrane,P38080,UPI000012DC5A
YBR110W,ALG1,S000000314,chrII,458872,460221,1,449,Asparagine-Linked Glycosylation,Mannosyltransferase,"Beta-1,4-mannosyltransferase that transfers a mannose residue to an oligosaccharide; involved in protein glycosylation and the assembly of oligosaccharide-lipid intermediates; localizes to the endoplasmic reticulum",P16661,UPI0000125835
YBR070C,ALG14,S000000274,chrII,379221,379934,-1,237,Asparagine Linked Glycosylation,Component of UDP-GlcNAc transferase,An N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase that is a component of the UDP-N-acetylglucosamine transferase complex that is involved in the dolichol-linked oligosaccharide biosynthetic process; localizes to the intrinsic component of endoplasmic reticulum membrane,P38242,UPI000013A3D0
YBL082C,ALG3,S000000178,chrII,69751,71127,-1,458,Asparagine Linked Glycosylation,Dolichol-P-Man dependent alpha(1-3) mannosyltransferase,"Alpha-1,3-mannosyltransferase that transfers a mannose residue to an oligosaccharide; involved in protein glycosylation and the assembly of oligosaccharide-lipid intermediates; localizes to the endoplasmic reticulum",P38179,UPI0000125839
YBR243C,ALG7,S000000447,chrII,705447,706793,-1,448,Asparagine-Linked Glycosylation,UDP-N-acetyl-glucosamine-1-P transferase,Dolichyl-P-dependent N-acetylglucosamine-1-P transferase (GPT) that catalyzes transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to dolichyl phosphate; involved in synthesis of oligosaccharide precursor for N-linked protein glycosylation; localized in endoplasmic reticulum,P07286,UPI000012BA44
YBL009W,ALK2,S000000105,chrII,207194,209224,1,676,,Atypical protein kinase,Protein kinase involved in mitosis,P32789,UPI000013A2A8
YBR211C,AME1,S000000415,chrII,646158,647132,-1,324,Associated with Microtubules and Essential,Essential kinetochore protein associated with microtubules and SPBs,Protein that is involved in attachment of spindle microtubules to kinetochore; localized to COMA complex,P38313,UPI000005326C
YBR158W,AMN1,S000000362,chrII,556549,558198,1,549,Antagonist of Mitotic exit Network,Modulator of cell separation and mitotic exit,"Negatively regulates mitotic exit by binding to the Tem1p GTPase and diassembling the Tem1p-Cdc15p complex; inhibits cell separation through SCF, ubiquitin-dependent proteolysis of Ace2p; involved in the mitotic cell cycle checkpoint; localizes to the nucleus, cytoplasm, and cellular bud",P38285,UPI000005311C
YBR151W,APD1,S000000355,chrII,545028,545978,1,316,Actin Patches Distal,2Fe-2S cytosolic protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study,P38281,UPI000013A1A9
YBR286W,APE3,S000000490,chrII,774700,776313,1,537,AminoPEptidase,Vacuolar aminopeptidase Y,Vacuolar aminopeptidase involved in protein catabolism,P37302,UPI0000125C3F
YBL037W,APL3,S000000133,chrII,147209,150286,1,1025,clathrin Adaptor Protein complex Large chain,Alpha-adaptin,Subunit of the AP-2 adaptor complex that functions in vesicle mediated transport; localized to the bud neck also,P38065,UPI00000530AC
YBR288C,APM3,S000000492,chrII,778012,779463,-1,483,clathrin Adaptor Protein complex Medium chain,Mu3-like subunit of the clathrin associated protein complex (AP-3),Subunit of the AP-3 adaptor complex that functions in golgi to vacuole transport,P38153,UPI0001B23525
YBL019W,APN2,S000000115,chrII,184353,185915,1,520,APurinic/apyrimidinic eNdonuclease,Class II abasic (AP) endonuclease involved in repair of DNA damage,Double-stranded DNA 3'-5' exodeoxyribonuclease and AP lyase involved in base-excision repair,P38207,UPI0000125CA3
YBR149W,ARA1,S000000353,chrII,539987,541021,1,344,D-ARAbinose dehydrogenase,NADP+ dependent arabinose dehydrogenase,Cytosolic D-arabinose:NAD(P)+ 1-oxidoreductase involved in carbohydrate metabolism,P38115,UPI0000048D4E
YBR234C,ARC40,S000000438,chrII,685438,686592,-1,384,ARp2/3 Complex subunit,Subunit of the ARP2/3 complex,Ubiquitin-binding subunit of Arp2/3 complex involved in nucleation of branched actin filaments,P38328,UPI00000531DA
YBR164C,ARL1,S000000368,chrII,567875,568426,-1,183,ADP-Ribosylation factor-Like,Soluble GTPase with a role in regulation of membrane traffic,"GTPase of the trans-Golgi network; involved in macroautophagy, various types of protein transport, sorting, and localization, and the response to ER stress",P38116,UPI000011269E
YBR249C,ARO4,S000000453,chrII,716882,717994,-1,370,AROmatic amino acid requiring,3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase,3-deoxy-7-phosphoheptulonate synthase implicated in chorismate biosynthesis; localizes to both nucleus and cytoplasm,P32449,UPI0000111B42
YBL069W,AST1,S000000165,chrII,90741,92030,1,429,ATPase STabilizing,Lipid raft associated protein,"Membrane raft protein involved in protein targeting; also localizes to Golgi apparatus, late endosome, and plasma membrane",P35183,UPI00001261AB
YBR217W,ATG12,S000000421,chrII,657832,658392,1,186,AuTophaGy related,Ubiquitin-like modifier involved in autophagy and the Cvt pathway,"Subunit of the Atg12-Atg5-Atg16 complex; serves as a protein tag; involved in conjugating Atg8p to phosphatidylethanolamine (PE), autophagic vacuole assembly and cytoplasmic-to-vacuole targeting (CVT) pathway",P38316,UPI0000125C67
YBR128C,ATG14,S000000332,chrII,493081,494115,-1,344,AuTophaGy related,Autophagy-specific subunit of phosphatidylinositol 3-kinase complex I,"Subunit of the  phosphatidylinositol 3-kinase complex I involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway, peroxisome degradation, piecemeal microautophagy of nucleus; also localizes to the pre-autophagosomal structure (PAS)",P38270,UPI0000053275
YBR139W,ATG42,S000000343,chrII,515664,517190,1,508,AuTophaGy,Vacuolar serine-type carboxypeptidase,"Serine-type carboxypeptidase involved in vacuolar zymogen activation, phytochelatin biosynthesis and macroautophagy; localizes to the vacuole lumen",P38109,UPI000004F8DC
YBL078C,ATG8,S000000174,chrII,80378,80731,-1,117,AuTophaGy related,Ubiquitin-like protein conjugated to phosphatidylethanolamine (PE),"Protein tag or marker; involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway, late nucleophagy, piecemeal microautophagy of nucleus, autophagic vacuole assembly, ER to Golgi vesicle-mediated transport and mitochondrion degradation; localizes to pre-autophagosomal structure (PAS), vacuolar membrane",P38182,UPI0000036C22
YBL099W,ATP1,S000000195,chrII,37053,38690,1,545,ATP synthase,Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase,Subunit of the catalytic core of the F1 sector of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane; Atp1p is also found in association with mitochondrial nucleoids,P07251,UPI00001688DB
YBR039W,ATP3,S000000243,chrII,315575,316510,1,311,ATP synthase,Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase,Subunit of the central stalk of the F1 catalytic core of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane,P38077,UPI000004F8D5
YBL089W,AVT5,S000000185,chrII,49574,50953,1,459,Amino acid Vacuolar Transport,Putative transporter,Putative transmembrane transporter,P38176,UPI00001D4760
YBR068C,BAP2,S000000272,chrII,373861,375690,-1,609,Branched-chain Amino acid Permease,High-affinity leucine permease,Amino acid transmembrane transporter that localizes to plasma membrane and endoplasmic reticulum,P38084,UPI0001F7BD32
YBR200W,BEM1,S000000404,chrII,620872,622527,1,551,Bud EMergence,Protein containing SH3-domains,Scaffold protein involved in shmoo orientation; binds phosphatidylinositol-3-phosphate; localizes to incipient bud sites and sites of polarized growth such as the bud neck and tip,P29366,UPI0000052F50
YBR270C,BIT2,S000000474,chrII,742761,744398,-1,545,Binding partner of Tor2p,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis",Subunit of the TORC2 complex likely involved in TOR signaling,P38346,UPI0001F7BD3C
YBR141C,BMT2,S000000345,chrII,527025,528038,-1,337,Base MethylTransferase of 25S RNA,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; localizes to nucleolus,P38278,UPI0001F7BD38
YBL098W,BNA4,S000000194,chrII,39145,40527,1,460,Biosynthesis of Nicotinic Acid,Kynurenine 3-monooxygenase,Kynurenine 3-monooxygenase involved in de novo NAD biosynthesis from tryptophan; localizes to the mitochondrial outer membrane,P38169,UPI000013A37E
YBL085W,BOI1,S000000181,chrII,63876,66818,1,980,Bem1 (One) Interacting protein,"Protein involved in polar growth, functionally redundant with Boi2p","Phospholipid-binding protein involved in actin filament organization, apical bud growth, and cytokinetic cell separation; localizes to plasma membrane, cytoplasm, bud neck, and shmoo tip",P38041,UPI000004F8D0
YBL097W,BRN1,S000000193,chrII,40831,43095,1,754,homolog of BaRreN,Subunit of the condensin complex,"Chromatin-binding subunit of nuclear condensin complex; involved in tRNA gene clustering, mitotic chromosome condensation, and mitotic sister chromatid segregation",P38170,UPI0001B72803
YBR290W,BSD2,S000000494,chrII,782591,783556,1,321,Bypass Sod1p Defects,Heavy metal ion homeostasis protein,Protein involved in metal ion transport and targeting of proteins to the vacuole; has a role in ubiquitin-dependent catabolism,P38356,UPI0000126AF3
YBR120C,CBP6,S000000324,chrII,480435,480923,-1,162,Cytochrome B Protein synthesis,Mitochondrial protein required for translation of the COB mRNA,Mitochondrial ribosome binding protein; component of the Cbp3p-Cbp6p complex involved in mitochondrial cytochrome bc(1) complex assembly and mitochondrial translation,P07253,UPI00001271C1
YBR131W,CCZ1,S000000335,chrII,497163,499277,1,704,Calcium Caffeine Zinc sensitivity,Subunit of a heterodimeric guanine nucleotide exchange factor (GEF),"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF), which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase; binds to anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for the docking stage of vacuole fusion and various forms of autophagy",P38273,UPI000013A3F0
YBL084C,CDC27,S000000180,chrII,67169,69445,-1,758,Cell Division Cycle,Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C),"Subunit of anaphase-promoting complex, involved in protein ubiquitination and catabolism; localizes to nuclear periphery",P38042,UPI0001F7BD2B
YBR160W,CDC28,S000000364,chrII,560078,560974,1,298,Cell Division Cycle,Cyclin-dependent kinase (CDK) catalytic subunit,"Protein serine/threonine kinase subunit of multiple cyclin-dependent kinase (CDK) complexes, which regulate the mitotic and meiotic cell cycles as well as many other cellular processes; CDK complexes function at various locations throughout the cell",P00546,UPI0000052F53
YBR029C,CDS1,S000000233,chrII,296369,297742,-1,457,CDP-Diacylglycerol Synthase,Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase),"Phosphatidate cytidylyltransferase (CDP-diacylglycerol synthetase), converts phosphatidic acid to CDP-diacylglycerol that serves as a substrate for synthesis of phospholipids (phosphatidylinositol, phosphatidylserine, phosphatidylcholine, cardiolipin); localized to endoplasmic reticulum",P38221,UPI0000127457
YBR274W,CHK1,S000000478,chrII,749594,751177,1,527,CHeckpoint Kinase,Serine/threonine kinase and DNA damage checkpoint effector,Protein serine/threonine kinase involved in DNA damage checkpoint and replication fork protection; localizes to nucleus,P38147,UPI0000127836
YBR038W,CHS2,S000000242,chrII,311898,314789,1,963,CHitin Synthase,Chitin synthase II,Chitin synthase involved in chitin biosynthetic process and actomyosin contractile ring contraction; localizes to the cellular bud neck,P14180,UPI0000127907
YBR023C,CHS3,S000000227,chrII,284428,287925,-1,1165,CHitin Synthase-related,Chitin synthase III,"Chitin synthase involved in cell wall chitin biosynthesis; also required for spore wall assembly; localizes to bud necks, incipient bud sites, and prospore membranes",P29465,UPI0000127918
