REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YBR243C,ALG7,S000000447,chrII,705447,706793,-1,448,Asparagine-Linked Glycosylation,UDP-N-acetyl-glucosamine-1-P transferase,Dolichyl-P-dependent N-acetylglucosamine-1-P transferase (GPT) that catalyzes transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to dolichyl phosphate; involved in synthesis of oligosaccharide precursor for N-linked protein glycosylation; localized in endoplasmic reticulum
YBL009W,ALK2,S000000105,chrII,207194,209224,1,676,,Atypical protein kinase,Protein kinase involved in mitosis
YBR211C,AME1,S000000415,chrII,646158,647132,-1,324,Associated with Microtubules and Essential,Essential kinetochore protein associated with microtubules and SPBs,Protein that is involved in attachment of spindle microtubules to kinetochore; localized to COMA complex
YBR158W,AMN1,S000000362,chrII,556549,558198,1,549,Antagonist of Mitotic exit Network,Modulator of cell separation and mitotic exit,"Negatively regulates mitotic exit by binding to the Tem1p GTPase and diassembling the Tem1p-Cdc15p complex; inhibits cell separation through SCF, ubiquitin-dependent proteolysis of Ace2p; involved in the mitotic cell cycle checkpoint; localizes to the nucleus, cytoplasm, and cellular bud"
YBR151W,APD1,S000000355,chrII,545028,545978,1,316,Actin Patches Distal,2Fe-2S cytosolic protein of unknown function,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YBR286W,APE3,S000000490,chrII,774700,776313,1,537,AminoPEptidase,Vacuolar aminopeptidase Y,Vacuolar aminopeptidase involved in protein catabolism
YBL037W,APL3,S000000133,chrII,147209,150286,1,1025,clathrin Adaptor Protein complex Large chain,Alpha-adaptin,Subunit of the AP-2 adaptor complex that functions in vesicle mediated transport; localized to the bud neck also
YBR288C,APM3,S000000492,chrII,778012,779463,-1,483,clathrin Adaptor Protein complex Medium chain,Mu3-like subunit of the clathrin associated protein complex (AP-3),Subunit of the AP-3 adaptor complex that functions in golgi to vacuole transport
YBL019W,APN2,S000000115,chrII,184353,185915,1,520,APurinic/apyrimidinic eNdonuclease,Class II abasic (AP) endonuclease involved in repair of DNA damage,Double-stranded DNA 3'-5' exodeoxyribonuclease and AP lyase involved in base-excision repair
YBR149W,ARA1,S000000353,chrII,539987,541021,1,344,D-ARAbinose dehydrogenase,NADP+ dependent arabinose dehydrogenase,Cytosolic D-arabinose:NAD(P)+ 1-oxidoreductase involved in carbohydrate metabolism
YBR234C,ARC40,S000000438,chrII,685438,686592,-1,384,ARp2/3 Complex subunit,Subunit of the ARP2/3 complex,Ubiquitin-binding subunit of Arp2/3 complex involved in nucleation of branched actin filaments
YBR164C,ARL1,S000000368,chrII,567875,568426,-1,183,ADP-Ribosylation factor-Like,Soluble GTPase with a role in regulation of membrane traffic,"GTPase of the trans-Golgi network; involved in macroautophagy, various types of protein transport, sorting, and localization, and the response to ER stress"
YBR249C,ARO4,S000000453,chrII,716882,717994,-1,370,AROmatic amino acid requiring,3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase,3-deoxy-7-phosphoheptulonate synthase implicated in chorismate biosynthesis; localizes to both nucleus and cytoplasm
YBL069W,AST1,S000000165,chrII,90741,92030,1,429,ATPase STabilizing,Lipid raft associated protein,"Membrane raft protein involved in protein targeting; also localizes to Golgi apparatus, late endosome, and plasma membrane"
YBR217W,ATG12,S000000421,chrII,657832,658392,1,186,AuTophaGy related,Ubiquitin-like modifier involved in autophagy and the Cvt pathway,"Subunit of the Atg12-Atg5-Atg16 complex; serves as a protein tag; involved in conjugating Atg8p to phosphatidylethanolamine (PE), autophagic vacuole assembly and cytoplasmic-to-vacuole targeting (CVT) pathway"
YBR128C,ATG14,S000000332,chrII,493081,494115,-1,344,AuTophaGy related,Autophagy-specific subunit of phosphatidylinositol 3-kinase complex I,"Subunit of the  phosphatidylinositol 3-kinase complex I involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway, peroxisome degradation, piecemeal microautophagy of nucleus; also localizes to the pre-autophagosomal structure (PAS)"
YBR139W,ATG42,S000000343,chrII,515664,517190,1,508,AuTophaGy,Vacuolar serine-type carboxypeptidase,"Serine-type carboxypeptidase involved in vacuolar zymogen activation, phytochelatin biosynthesis and macroautophagy; localizes to the vacuole lumen"
YBL078C,ATG8,S000000174,chrII,80378,80731,-1,117,AuTophaGy related,Ubiquitin-like protein conjugated to phosphatidylethanolamine (PE),"Protein tag or marker; involved in macroautophagy, cytoplasm-to-vacuole targeting (CVT) pathway, late nucleophagy, piecemeal microautophagy of nucleus, autophagic vacuole assembly, ER to Golgi vesicle-mediated transport and mitochondrion degradation; localizes to pre-autophagosomal structure (PAS), vacuolar membrane"
YBL099W,ATP1,S000000195,chrII,37053,38690,1,545,ATP synthase,Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase,Subunit of the catalytic core of the F1 sector of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane; Atp1p is also found in association with mitochondrial nucleoids
YBR039W,ATP3,S000000243,chrII,315575,316510,1,311,ATP synthase,Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase,Subunit of the central stalk of the F1 catalytic core of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane
YBL089W,AVT5,S000000185,chrII,49574,50953,1,459,Amino acid Vacuolar Transport,Putative transporter,Putative transmembrane transporter
YBR068C,BAP2,S000000272,chrII,373861,375690,-1,609,Branched-chain Amino acid Permease,High-affinity leucine permease,Amino acid transmembrane transporter that localizes to plasma membrane and endoplasmic reticulum
YBR200W,BEM1,S000000404,chrII,620872,622527,1,551,Bud EMergence,Protein containing SH3-domains,Scaffold protein involved in shmoo orientation; binds phosphatidylinositol-3-phosphate; localizes to incipient bud sites and sites of polarized growth such as the bud neck and tip
YBR270C,BIT2,S000000474,chrII,742761,744398,-1,545,Binding partner of Tor2p,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis",Subunit of the TORC2 complex likely involved in TOR signaling
YBR141C,BMT2,S000000345,chrII,527025,528038,-1,337,Base MethylTransferase of 25S RNA,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; localizes to nucleolus
YBL098W,BNA4,S000000194,chrII,39145,40527,1,460,Biosynthesis of Nicotinic Acid,Kynurenine 3-monooxygenase,Kynurenine 3-monooxygenase involved in de novo NAD biosynthesis from tryptophan; localizes to the mitochondrial outer membrane
YBL085W,BOI1,S000000181,chrII,63876,66818,1,980,Bem1 (One) Interacting protein,"Protein involved in polar growth, functionally redundant with Boi2p","Phospholipid-binding protein involved in actin filament organization, apical bud growth, and cytokinetic cell separation; localizes to plasma membrane, cytoplasm, bud neck, and shmoo tip"
YBL097W,BRN1,S000000193,chrII,40831,43095,1,754,homolog of BaRreN,Subunit of the condensin complex,"Chromatin-binding subunit of nuclear condensin complex; involved in tRNA gene clustering, mitotic chromosome condensation, and mitotic sister chromatid segregation"
YBR290W,BSD2,S000000494,chrII,782591,783556,1,321,Bypass Sod1p Defects,Heavy metal ion homeostasis protein,Protein involved in metal ion transport and targeting of proteins to the vacuole; has a role in ubiquitin-dependent catabolism
YBR120C,CBP6,S000000324,chrII,480435,480923,-1,162,Cytochrome B Protein synthesis,Mitochondrial protein required for translation of the COB mRNA,Mitochondrial ribosome binding protein; component of the Cbp3p-Cbp6p complex involved in mitochondrial cytochrome bc(1) complex assembly and mitochondrial translation
YBR131W,CCZ1,S000000335,chrII,497163,499277,1,704,Calcium Caffeine Zinc sensitivity,Subunit of a heterodimeric guanine nucleotide exchange factor (GEF),"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF), which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase; binds to anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for the docking stage of vacuole fusion and various forms of autophagy"
YBL084C,CDC27,S000000180,chrII,67169,69445,-1,758,Cell Division Cycle,Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C),"Subunit of anaphase-promoting complex, involved in protein ubiquitination and catabolism; localizes to nuclear periphery"
YBR160W,CDC28,S000000364,chrII,560078,560974,1,298,Cell Division Cycle,Cyclin-dependent kinase (CDK) catalytic subunit,"Protein serine/threonine kinase subunit of multiple cyclin-dependent kinase (CDK) complexes, which regulate the mitotic and meiotic cell cycles as well as many other cellular processes; CDK complexes function at various locations throughout the cell"
YBR029C,CDS1,S000000233,chrII,296369,297742,-1,457,CDP-Diacylglycerol Synthase,Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase),"Phosphatidate cytidylyltransferase (CDP-diacylglycerol synthetase), converts phosphatidic acid to CDP-diacylglycerol that serves as a substrate for synthesis of phospholipids (phosphatidylinositol, phosphatidylserine, phosphatidylcholine, cardiolipin); localized to endoplasmic reticulum"
YBR274W,CHK1,S000000478,chrII,749594,751177,1,527,CHeckpoint Kinase,Serine/threonine kinase and DNA damage checkpoint effector,Protein serine/threonine kinase involved in DNA damage checkpoint and replication fork protection; localizes to nucleus
YBR038W,CHS2,S000000242,chrII,311898,314789,1,963,CHitin Synthase,Chitin synthase II,Chitin synthase involved in chitin biosynthetic process and actomyosin contractile ring contraction; localizes to the cellular bud neck
YBR023C,CHS3,S000000227,chrII,284428,287925,-1,1165,CHitin Synthase-related,Chitin synthase III,"Chitin synthase involved in cell wall chitin biosynthesis; also required for spore wall assembly; localizes to bud necks, incipient bud sites, and prospore membranes"
YBR135W,CKS1,S000000339,chrII,504854,505306,1,150,Cdc28 Kinase Subunit,Cyclin-dependent protein kinase regulatory subunit and adaptor,Regulatory subunit of cyclin-dependent protein kinase holoenzyme complex; acts as activator kinase activity in regulation of mitotic cell cycle; positively regulates transcription by RNA Polymerase II; localized to nucleus and cytoplasm in high throughput studies
YBL059C-A,CMC2,S000007488,chrII,110125,110539,-1,109,Cx9C Motif-Containing protein,Protein involved in respiratory chain complex assembly or maintenance,Mitochondrial intermembrane space protein involved in respiratory chain complex assembly; also localizes to nucleus and cytoplasm
YBR109C,CMD1,S000000313,chrII,457919,458362,-1,147,CalMoDulin,Calmodulin,"Calcium-binding and calcium-dependent-protein-binding protein; involved in numerous cellular processes, including karyogamy, phosphatidylinositol biosynthesis, receptor-mediated endocytosis, cytoskeletal and spindle pole body organization, and microautophagy"
YBR063C,CNM1,S000000267,chrII,366970,368184,-1,404,Contact Nucleus Mitochondria,Molecular tether on nuclear membrane,Integral nuclear membrane protein involved in tethering nucleus with mitochondria; binds Tom70p in outer mitochondrial membrane
YBR155W,CNS1,S000000359,chrII,549771,550928,1,385,CyclophiliN Seven suppressor,TPR-containing co-chaperone,Co-chaperone that binds Hsp90 and Hsp70 proteins; involved in protein folding; localizes to cytoplasm
YBR003W,COQ1,S000000207,chrII,242809,244230,1,473,COenzyme Q,Hexaprenyl pyrophosphate synthetase,Mitochondrial protein with trans-hexaprenyltransferase activity; involved in biosynthesis of ubiquinone
YBR230W-A,COQ21,S000029722,chrII,680362,680562,1,66,COQ interacting protein,Mitochondrial protein of unknown function,Protein whose biological role and cellular location are unknown
YBL045C,COR1,S000000141,chrII,134143,135516,-1,457,CORe protein of QH2 cytochrome c reductase,Core subunit of the ubiquinol-cytochrome c reductase complex,Component of the mitochondrial inner membrane ubiquinol-cytochrome c reductase complex (Complex III) that is essential for activity of the complex during cellular respiration.
YBR203W,COS111,S000000407,chrII,629168,631942,1,924,Ciclopirox Olamine Sensitive,Protein required for antifungal drug ciclopirox olamine resistance,Mitochondrial protein with a role in signal transduction
YBR302C,COS2,S000000506,chrII,810340,811479,-1,379,COnserved Sequence,Endosomal protein involved in turnover of plasma membrane proteins,Protein predicted to have a role in the multivesicular body sorting pathway; localizes to the endosome; detected in the vacuole in a large-scale study
YBR016W,CPP1,S000000220,chrII,270247,270633,1,128,C-terminally Palmitoylated Protein,Tail-anchored plasma membrane (PM) protein,Protein whose biological role is unknown; localizes to the bud membrane and the mating projection membrane
YBR036C,CSG2,S000000240,chrII,309081,310313,-1,410,Calcium Sensitive Growth,Calcium release channel involved in ER calcium homeostasis,Regulatory subunit for mannosylinositol phosphorylceramide (MIPC) synthase; required for biosynthesis of mature sphingolipids; integral to the ER membranes
YBR161W,CSH1,S000000365,chrII,561634,562764,1,376,CSG1/SUR1 Homolog,Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit,Catalytic subunit of mannosylinositol phosphorylceramide (MIPC) synthase; required for biosynthesis of mature sphingolipids; predicted to be integral to membranes
