Database,UniparcID,Description,Start,End
Pfam,UPI0000132BBF,"Carboxylase, conserved domain",852,1052
Pfam,UPI0000132BBF,"Biotin carboxylase-like, N-terminal domain",21,131
Pfam,UPI0000132BBF,Pyruvate carboxyltransferase,712,827
Pfam,UPI0000132BBF,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",136,344
Pfam,UPI0000053086,"YchF, C-terminal domain",307,389
Pfam,UPI0000053086,GTP binding domain,23,133
Pfam,UPI000013A276,"Mitochondrial outer membrane protein OM14, C-terminal",66,134
Pfam,UPI0000053008,"DNA-binding protein REB1, Myb-associated domain",411,469
Pfam,UPI0000053008,SANT/Myb domain,475,518
Pfam,UPI00000531CA,"Zinc finger, C3HC4 RING-type",537,580
Pfam,UPI00000531CA,"Helicase, C-terminal domain-like",620,734
Pfam,UPI00000531CA,"SNF2, N-terminal",187,519
Pfam,UPI000013A3A7,"Chitin synthesis regulation, Congo red resistance, RCR protein",42,152
Pfam,UPI0000053102,,259,351
Pfam,UPI0000053102,,200,242
Pfam,UPI0000053102,,22,190
Pfam,UPI0000130E4F,Pleckstrin homology domain,217,317
Pfam,UPI0000038E51,Decaprenyl diphosphate synthase-like,38,253
Pfam,UPI00000531B1,"Origin recognition complex subunit 2, RecA-like domain",259,534
Pfam,UPI00000531B1,"Origin recognition complex subunit 2, winged-helix domain",547,608
Pfam,UPI000011DD23,GTP cyclohydrolase II,134,275
Pfam,UPI000013380F,RFT1,19,564
Pfam,UPI0000053037,RNA polymerase II associated factor Paf1,6,414
Pfam,UPI0000133815,Rho GTPase-activating protein domain,486,636
Pfam,UPI0000133815,FCH domain,45,117
Pfam,UPI0000128E29,Stress-induced protein SRP1/TIP1,22,114
Pfam,UPI0001F7BD39,"Telomere-associated protein Rif1, N-terminal",237,649
Pfam,UPI0000052FC9,"K Homology domain, type 1",151,214
Pfam,UPI0001F7BD3A,,693,881
Pfam,UPI0001F7BD3A,,899,1118
Pfam,UPI0001F7BD3A,"PCA1, HMA heavy metal-associated domain",479,544
Pfam,UPI0000052EFE,"eIF3a, PCI domain, TPR-like region",9,398
Pfam,UPI0000053159,"Mediator complex, subunit Med19, fungi",26,218
Pfam,UPI00001682C2,"ATPase, AAA-type, core",310,466
Pfam,UPI0000053194,"RNA polymerase, subunit H/Rpb5 C-terminal",142,214
Pfam,UPI0000053194,"RNA polymerase, Rpb5, N-terminal",6,99
Pfam,UPI0000052EDA,"Transketolase, C-terminal domain",232,355
Pfam,UPI0000052EDA,"Transketolase-like, pyrimidine-binding domain",38,212
Pfam,UPI00001682B3,,3,54
Pfam,UPI00001682B3,,57,145
Pfam,UPI00001314D8,"Transcription factor domain, fungi",427,593
Pfam,UPI00001314D8,Zn(2)Cys(6) fungal-type DNA-binding domain,13,46
Pfam,UPI000004F8DE,Large ribosomal subunit protein eL21,1,101
Pfam,UPI000012561E,Mitochondrial substrate/solute carrier,126,220
Pfam,UPI000013A1D9,"TECPR1-like, DysF domain",26,408
Pfam,UPI000004F8D1,Large ribosomal subunit protein eL32,14,121
Pfam,UPI0000036C27,Small ribosomal subunit protein eS6,1,126
Pfam,UPI0000131FCD,"Histidine phosphatase superfamily, clade-2",65,399
Pfam,UPI0001F7BD24,"RRN6, helical bundle domain",600,744
Pfam,UPI0001F7BD24,"RRN6, K-rich C-terminal domain",768,893
Pfam,UPI0001F7BD24,"RRN6, beta-propeller",175,501
Pfam,UPI000004F8DD,"Small ribosomal subunit protein uS4, N-terminal",8,106
Pfam,UPI000004F8DD,RNA-binding S4 domain,107,150
Pfam,UPI0000036C26,"Histidine phosphatase superfamily, clade-2",65,399
Pfam,UPI0000053295,"Lon protease, N-terminal domain",183,478
Pfam,UPI0000053295,"ATPase, AAA-type, core",628,768
Pfam,UPI0000053295,"Lon protease, AAA+ ATPase lid domain",790,840
Pfam,UPI0000053295,"Peptidase S16, Lon proteolytic domain",901,1107
Pfam,UPI00001352D4,"Myc-type, basic helix-loop-helix (bHLH) domain",286,344
Pfam,UPI000013A3FA,PQ-loop repeat,209,264
Pfam,UPI00001D4765,"Transcriptional regulatory protein RXT2, N-terminal",62,221
Pfam,UPI000013A3B8,Macro domain,22,162
Pfam,UPI0000135570,"MYST, zinc finger domain",271,323
Pfam,UPI0000135570,"Histone acetyltransferase domain, MYST-type",328,527
Pfam,UPI00001D476A,,548,572
Pfam,UPI000034F5BF,Major sperm protein (MSP) domain,2,95
Pfam,UPI00001682B5,Phospholipid/glycerol acyltransferase,233,291
Pfam,UPI0000052DF9,"DNA polymerase alpha/delta/epsilon, subunit B",395,641
Pfam,UPI0000052DF9,"DNA polymerase alpha subunit B, OB domain",258,368
Pfam,UPI000013566E,Copper chaperone SCO1/SenC,122,258
Pfam,UPI000013A25A,CBS domain,201,251
Pfam,UPI0000112986,"Proliferating cell nuclear antigen, PCNA, N-terminal",1,124
Pfam,UPI0000112986,"Proliferating cell nuclear antigen, PCNA, C-terminal",127,253
Pfam,UPI0000052F73,,3,285
Pfam,UPI0000131F3C,Ribonucleases P/MRP protein subunit Rpp20/Pop7,29,137
Pfam,UPI00003FEC6E,Zn(2)Cys(6) fungal-type DNA-binding domain,55,96
Pfam,UPI00003FEC6E,"Transcription factor domain, fungi",357,585
Pfam,UPI000013A2E7,She1,35,328
Pfam,UPI000013213C,"ATP-dependent RNA helicase PRP5/DDX46/KHDC4, KH domain",755,830
Pfam,UPI000013213C,DEAD/DEAH box helicase domain,280,454
Pfam,UPI000013213C,"Helicase, C-terminal domain-like",525,618
Pfam,UPI00001355CD,"AAA ATPase, AAA+ lid domain",444,477
Pfam,UPI00001355CD,"CDC48, domain 2",134,204
Pfam,UPI00001355CD,"ATPase, AAA-type, core",560,689
Pfam,UPI00000530DB,"PRP1 splicing factor, N-terminal",11,131
Pfam,UPI000004F8CD,,6,46
Pfam,UPI000004F8CD,UBX domain,344,421
Pfam,UPI000004F8CD,SEP domain,237,311
Pfam,UPI0000052FEE,SWI5-dependent HO expression protein 3,42,268
Pfam,UPI000013A297,BOD1/SHG1 domain,11,127
Pfam,UPI000005311F,Protein phosphatase 4 core regulatory subunit R2,4,298
Pfam,UPI0000168EB0,PPM-type phosphatase-like domain,23,278
Pfam,UPI000005329E,PPM-type phosphatase-like domain,92,354
Pfam,UPI0001F7BD2D,Major facilitator superfamily,114,633
Pfam,UPI0001F7BD33,"SNF2, N-terminal",299,637
Pfam,UPI0001F7BD33,"Helicase, C-terminal domain-like",665,778
Pfam,UPI000013A271,GIY-YIG endonuclease,14,91
Pfam,UPI000013A271,"Structure-specific endonuclease subunit SLX1, C-terminal domain",217,292
Pfam,UPI000004F8D6,"Nitrogen regulatory protein areA, GATA-like domain",133,153
Pfam,UPI0001F7BD3B,"ZN622/Rei1/Reh1, zinc finger C2H2-type",163,263
Pfam,UPI000013A3C8,NADPH-dependent FMN reductase-like domain,23,152
Pfam,UPI00001318B1,SRP-independent targeting protein 3,1,184
Pfam,UPI000002FB22,Lumazine-binding domain,3,93
Pfam,UPI0000033695,"Bacterial bifunctional deaminase-reductase, C-terminal",30,237
Pfam,UPI000005310C,Bromodomain,462,525
Pfam,UPI000005315E,Mediator of RNA polymerase II transcription subunit 22,8,115
Pfam,UPI00001338F8,Mitochondrial substrate/solute carrier,288,376
Pfam,UPI0001F7BD28,"Lethal giant larvae (Lgl)-like, C-terminal domain",514,916
Pfam,UPI000013A273,"Glycoside hydrolase family 31, N-terminal domain",90,337
Pfam,UPI000013A273,"Glycosyl hydrolase family 31, C-terminal domain",718,809
Pfam,UPI000013A273,"Glycoside hydrolase family 31, TIM barrel domain",382,710
Pfam,UPI00001682B3,,3,54
Pfam,UPI00001682B3,,57,145
Pfam,UPI0000052E2D,Large ribosomal subunit protein uL14,18,136
Pfam,UPI000023FD4C,"Transcription factor, enhancer of yellow 2",9,89
Pfam,UPI0000052FB8,eRF1 domain 2,142,273
Pfam,UPI0000052FB8,eRF1 domain 3,277,412
Pfam,UPI0000052FB8,eRF1 domain 1/Pelota-like,15,136
Pfam,UPI00001682BB,Large ribosomal subunit protein uL4,22,260
Pfam,UPI00001682BB,"Large ribosomal subunit protein uL4, C-terminal domain",273,346
Pfam,UPI00001682BD,"Small ribosomal subunit protein uS17, N-terminal",8,71
Pfam,UPI00001682BD,Small ribosomal subunit protein uS17,73,141
Pfam,UPI000013A299,Alpha-N-methyltransferase NTM1,6,228
Pfam,UPI0000036C42,Ribosomal protein eS8/ribosomal biogenesis NSA2,5,184
Pfam,UPI0000134A5D,RNA polymerase I-specific transcription initiation factor Rrn10,1,120
Pfam,UPI000013566B,Copper chaperone SCO1/SenC,116,252
Pfam,UPI000013A1A4,Zn(2)Cys(6) fungal-type DNA-binding domain,105,140
Pfam,UPI000013A1A4,"Transcription factor domain, fungi",390,649
Pfam,UPI000034F5C3,Succinate dehydrogenase assembly factor 4,102,138
Pfam,UPI000034F5BD,"MIOS-like, alpha-solenoid domain",511,761
Pfam,UPI000034F5BD,"GATOR2 complex protein MIO, zinc-ribbon like domain",938,1037
Pfam,UPI0000052F92,Translocation protein Sec66,28,198
Pfam,UPI00001358E1,"Vesicle transport protein, Got1/SFT2-like",81,192
Pfam,UPI00001D4768,Serine hydroxymethyltransferase-like domain,34,432
Pfam,UPI0000052E91,"Transketolase-like, C-terminal domain",545,653
Pfam,UPI0000052E91,"Transketolase, N-terminal",8,339
Pfam,UPI0000052E91,"Transketolase-like, pyrimidine-binding domain",355,532
Pfam,UPI00001359E8,Sel1-like repeat,271,306
Pfam,UPI000013A310,,78,121
Pfam,UPI0000052F45,"Anaphase-promoting complex subunit 4-like, WD40 domain",198,271
Pfam,UPI0000052F45,LIS1 homology motif,6,32
Pfam,UPI0000052F45,WD40 repeat,350,386
Pfam,UPI0000052E19,Trafficking protein particle complex subunit 2,7,171
Pfam,UPI000013A1B4,"Inner centromere protein, ARK-binding domain",630,680
Pfam,UPI0000053058,"SLA1-like, PH domain-like",252,338
Pfam,UPI0000053058,"SLA1 homology domain 1, SHD1",489,553
Pfam,UPI0000053058,SH3 domain,75,123
Pfam,UPI0000053058,SH3 domain,10,66
Pfam,UPI000013A3D7,GSE/EGO complex subunit Slm4,3,161
Pfam,UPI0001779DAC,Short-chain dehydrogenase/reductase SDR,8,214
Pfam,UPI0000135ABC,"Transcription factor, MADS-box",10,57
Pfam,UPI0000112A3F,"Ubiquitin-conjugating enzyme E2, catalytic core domain",6,142
Pfam,UPI0001F7BD27,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",141,665
Pfam,UPI00001D4767,GYF domain,208,246
Pfam,UPI0000168E3C,SNF5/SMARCB1/INI1,452,672
Pfam,UPI0000052FAD,Glutamine amidotransferase,315,553
Pfam,UPI0000052FAD,"CTP synthase, N-terminal",2,270
Pfam,UPI000013A295,"Arrestin-like, N-terminal",164,265
Pfam,UPI000013A284,Major facilitator superfamily,4,381
Pfam,UPI000013A27B,"SLC12A transporter, C-terminal",555,639
Pfam,UPI000013A27B,Amino acid permease/ SLC12A domain,69,541
Pfam,UPI000013A29F,,1,109
Pfam,UPI000013A29F,UBX domain,213,291
Pfam,UPI0001F7BD30,"VPS15-like, helical domain",396,774
Pfam,UPI0001F7BD30,Protein kinase domain,43,293
Pfam,UPI0000052DE8,Heat shock protein 70 family,4,609
Pfam,UPI0000052DEC,Vacuolar import/degradation protein Vid24,122,346
Pfam,UPI0000137C2C,,25,146
Pfam,UPI00001682B7,"U3 small nucleolar RNA-associated protein 20, C-terminal",1602,1818
Pfam,UPI00001682B7,"U3 small nucleolar RNA-associated protein 20, N-terminal",822,1408
Pfam,UPI00001682B7,,2205,2479
Pfam,UPI0000052EE2,Heat shock protein 70 family,5,642
Pfam,UPI0000135FC5,"Translocon Sec61/SecY, plug domain",41,75
Pfam,UPI0000135FC5,SecY/SEC61-alpha family,78,471
Pfam,UPI000005306F,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",31,97
Pfam,UPI000005306F,"ATP synthase A/B type, C-terminal domain",386,485
Pfam,UPI000005306F,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",154,380
Pfam,UPI0000136157,CLASP N-terminal domain,318,559
Pfam,UPI0000136209,SLC26A/SulP transporter domain,123,528
Pfam,UPI0000052EC4,YAP-binding/ALF4/Glomulin,13,668
Pfam,UPI000013BD96,Alkaline ceramidase,18,284
Pfam,UPI000006C273,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1488
Pfam,UPI000006C273,"Integrase, catalytic core",663,763
Pfam,UPI000006C273,Ty transposon capsid protein,17,400
Pfam,UPI0000125600,NUDIX hydrolase domain,92,202
Pfam,UPI000013A278,BCNT-C domain,223,289
Pfam,UPI0000052FF2,WD40 repeat,88,124
Pfam,UPI0000052FA4,"TFIID subunit TAF5, NTD2 domain",148,277
Pfam,UPI0000052FA4,LIS1 homology motif,59,84
Pfam,UPI0000052FA4,WD40 repeat,457,494
Pfam,UPI0000052E88,Amino acid permease/ SLC12A domain,98,556
Pfam,UPI0000039A95,Tyrosyl-DNA phosphodiesterase I,84,529
Pfam,UPI0000136B88,TEA/ATTS domain,130,195
Pfam,UPI000013A311,3'-5' ssDNA/RNA exonuclease TatD-like,62,417
Pfam,UPI000011077B,"Alanine racemase, N-terminal",56,249
Pfam,UPI0000053080,"GTP-eEF1A, C-terminal domain",337,437
Pfam,UPI0000053080,Translational (tr)-type GTP-binding domain,5,232
Pfam,UPI0000053080,"Translation elongation factor EFTu-like, domain 2",258,324
Pfam,UPI0001F7BD2C,Telomere-length maintenance and DNA damage repair,8,157
Pfam,UPI0001F7BD2C,"Phosphatidylinositol 3-/4-kinase, catalytic domain",2464,2703
Pfam,UPI0001F7BD2C,FATC domain,2757,2787
Pfam,UPI00015E1679,,25,72
Pfam,UPI0000052E25,"Transcription factor IIIC subunit Tfc1/Sfc1, triple barrel domain",38,168
Pfam,UPI0000052E25,"Transcription factor IIIC subunit 5, HTH domain",227,391
Pfam,UPI0000136D79,Zn(2)Cys(6) fungal-type DNA-binding domain,28,65
Pfam,UPI000012F58F,Tim10-like,24,78
Pfam,UPI0000136FB0,Stress-induced protein SRP1/TIP1,18,110
Pfam,UPI00000531A3,"Cell wall protein YJL171C/Tos1, C-terminal",221,444
Pfam,UPI00000531A3,"Cell wall protein YJL171C/Tos1, N-terminal",38,100
Pfam,UPI0000052E96,"Glycosyl transferase, family 20",17,481
Pfam,UPI000013A3CB,"Ribosomal RNA methyltransferase, FtsJ domain",21,207
Pfam,UPI000004BBD9,"6-phosphogluconate dehydrogenase, NADP-binding",16,89
Pfam,UPI00001D4762,"Zinc finger, UBP-type",192,263
Pfam,UPI00001D4762,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",323,778
Pfam,UPI00001D4762,"Ubiquitinyl hydrolase, variant UBP zinc finger",13,84
Pfam,UPI00001D4762,Ubiquitin-associated domain,590,634
Pfam,UPI0000137AE7,Aldehyde dehydrogenase domain,27,488
Pfam,UPI000013A289,"Major facilitator, sugar transporter-like",28,481
Pfam,UPI000006C778,Ty transposon capsid protein,17,400
Pfam,UPI000006C778,"Reverse transcriptase, RNA-dependent DNA polymerase",1282,1491
Pfam,UPI000006C778,"Integrase, catalytic core",663,763
Pfam,UPI0000048FDD,Mitochondrial substrate/solute carrier,33,119
Pfam,UPI000013A329,Sec7 domain,98,230
Pfam,UPI000013A329,"Guanine-nucleotide exchange factor YEL1, PH domain",353,551
Pfam,UPI000013A3C9,SMP-30/Gluconolactonase/LRE-like region,27,318
Pfam,UPI000012DC59,Protein kinase domain,130,411
Pfam,UPI000012DC59,"Protein kinase, C-terminal",469,514
Pfam,UPI00003FEC6F,"Zinc finger, RING-type",107,153
Pfam,UPI00001D4769,Small GTPase,6,163
Pfam,UPI000013BFF8,Archaeal/bacterial/fungal rhodopsins,35,247
Pfam,UPI000013C0EA,Stress-associated endoplasmic reticulum protein,4,64
Pfam,UPI0000132E64,"Alcohol dehydrogenase-like, C-terminal",160,286
Pfam,UPI0000132E64,"Alcohol dehydrogenase-like, N-terminal",35,92
Pfam,UPI000006B581,Ty transposon capsid protein,17,400
Pfam,UPI000013A2D8,Domain of unknown function DUF2423,1,44
Pfam,UPI000004F8CF,Protein of unknown function DUF5349,1,368
Pfam,UPI000013A362,NT-type C2 domain,8,205
Pfam,UPI0000069BA1,Ty transposon capsid protein,17,396
Pfam,UPI000006B5BA,Ty transposon capsid protein,17,396
Pfam,UPI000006B5BA,"Integrase, catalytic core",659,759
Pfam,UPI000006B5BA,"Reverse transcriptase, RNA-dependent DNA polymerase",1296,1470
Pfam,UPI000006B5BA,"Retrovirus-related Pol polyprotein from transposon TNT 1-94-like, beta-barrel domain",455,532
Pfam,UPI00001682AA,DEAD/DEAH box helicase domain,369,540
Pfam,UPI00001682AA,"Sir1, ORC-binding domain",9,88
Pfam,UPI000013A264,Acetyl-coenzyme A transporter 1-like,1,100
Pfam,UPI00001682A9,"Helicase, C-terminal domain-like",2,41
Pfam,UPI000013A268,Acetyl-coenzyme A transporter 1-like,17,559
Pfam,UPI0000069E36,Ty transposon capsid protein,17,400
Pfam,UPI000012509E,NADP-dependent oxidoreductase domain,29,338
Pfam,UPI000012514F,SH3 domain,539,585
Pfam,UPI000012514F,Actin-depolymerising factor homology domain,19,133
Pfam,UPI000013A7AA,"Alcohol dehydrogenase-like, N-terminal",32,152
Pfam,UPI000013A7AA,"Alcohol dehydrogenase-like, C-terminal",191,316
Pfam,UPI0000000BF7,"ABC transporter-like, ATP-binding domain",406,558
Pfam,UPI0000000BF7,"ABC-2 type transporter, transmembrane domain",775,986
Pfam,UPI0000000BF7,ABC transporter family G domain,588,642
Pfam,UPI00006842A3,Amino acid permease/ SLC12A domain,124,589
Pfam,UPI000013A3DE,,75,176
Pfam,UPI000003B3AA,"Membrane bound O-acyl transferase, MBOAT",202,609
Pfam,UPI000013A5D4,Autophagy-related protein 22-like,22,514
Pfam,UPI00001682CB,"Ap4A phosphorylase 1/2, N-terminal domain",6,165
Pfam,UPI00001682CB,"ATP adenylyltransferase, C-terminal",195,309
Pfam,UPI000013A71B,Methyltransferase type 11,52,155
Pfam,UPI000013A71B,"18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal",217,272
Pfam,UPI000012693C,CAP Gly-rich domain,11,73
Pfam,UPI0000053169,,455,621
Pfam,UPI0000053169,"Bud3, N-terminal",28,205
Pfam,UPI0000168C0D,Corrinoid adenosyltransferase PduO/GlcC-like,34,162
Pfam,UPI00000531F8,Pre-mRNA-splicing factor BUD31,1,155
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1, TTP binding domain",592,744
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1, HEAT repeat",406,546
Pfam,UPI0000000C03,"CCR4-Not complex component, Not1, C-terminal",1712,2078
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1-like, NOT1 connector",1388,1539
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1, HEAT repeat 1",169,392
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1, domain 4",1086,1228
Pfam,UPI0000000C03,"CCR4-NOT transcription complex subunit 1, CAF1-binding domain",778,995
Pfam,UPI000006BC39,PH-BEACH domain,1444,1498
Pfam,UPI000006BC39,BEACH domain,1558,1839
Pfam,UPI0000000BF1,"Tryptophan synthase beta chain-like, PALP domain",5,316
Pfam,UPI000013A7A0,CDC50/LEM3 family,63,359
Pfam,UPI000006B3D0,Sister chromatid cohesion protein Dcc1,15,348
Pfam,UPI00001B659D,YNR034W-A/EGO2,4,72
Pfam,UPI000006AF61,Frag1/DRAM/Sfk1,6,206
Pfam,UPI000006AF61,"PGAP2IP, first transmembrane domain",280,429
Pfam,UPI000006AF61,"PGAP2IP, second transmembrane domain",458,631
Pfam,UPI000006AF61,,679,909
Pfam,UPI000004C684,ELO family,65,306
Pfam,UPI000013A5F9,"ER membrane protein complex subunit 1, C-terminal",539,757
Pfam,UPI000012A620,Major facilitator superfamily,42,414
Pfam,UPI000006AC5F,Nitroreductase,11,172
Pfam,UPI000013A72E,"PI31 proteasome regulator, C-terminal",168,229
Pfam,UPI000013A228,,103,164
Pfam,UPI000013A5D3,"Gfd2/YDR514C-like, C-terminal domain",281,476
Pfam,UPI000012B4C4,"Major facilitator, sugar transporter-like",44,466
Pfam,UPI000012CFB3,"Hexokinase, N-terminal",18,228
Pfam,UPI000012CFB3,"Hexokinase, C-terminal",246,499
Pfam,UPI0000000BFE,Fork head domain,108,191
Pfam,UPI000013A28C,HD domain,55,200
Pfam,UPI000012F742,Homeodomain,73,126
Pfam,UPI000013A2A4,AMP deaminase,201,795
Pfam,UPI000012EBF5,"Mating-type protein MAT alpha 1, HMG-box",82,143
Pfam,UPI00001682CE,Homeodomain,43,97
Pfam,UPI000012D52A,"Acetolactate synthase small subunit-like, ACT domain",80,146
Pfam,UPI000012D52A,"Acetolactate synthase, small subunit, C-terminal",219,280
Pfam,UPI0000052EC9,Membrane transport PIN-like,14,412
Pfam,UPI000005316B,Large ribosomal subunit protein mL49,65,145
Pfam,UPI000005316A,Large ribosomal subunit protein bL19,64,154
Pfam,UPI000012DC36,MT-A70-like,136,289
Pfam,UPI000004F8E5,Acetate transporter GPR1/Ato2/SatP-like,71,276
Pfam,UPI000006A30D,Fungal lipase-type domain,295,342
Pfam,UPI0000000BFD,Ras guanine-nucleotide exchange factors catalytic domain,416,581
Pfam,UPI000012F18C,"Sm domain, eukaryotic/archaea-type",5,67
Pfam,UPI000013A5F8,Mitochondrial inner membrane i-AAA protease complex subunit Mgr1,1,388
Pfam,UPI0000052F43,Septin-type guanine nucleotide-binding (G) domain,29,308
Pfam,UPI000012F18D,Carbohydrate kinase PfkB,191,321
Pfam,UPI000004F8E3,Citrate synthase,64,442
Pfam,UPI0000128C9D,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,65,218
Pfam,UPI0000000BF6,Aminotransferase class V domain,100,462
Pfam,UPI000012EBF8,Homeodomain,134,188
Pfam,UPI000013A767,Csm1 N-terminal domain,1,70
Pfam,UPI000013A767,"Monopolin complex subunit Csm1/Pcs1, C-terminal",73,165
Pfam,UPI00015BB2CB,"DNA mismatch repair protein MutS, C-terminal",788,978
Pfam,UPI00015BB2CB,"DNA mismatch repair protein MutS, core",423,735
Pfam,UPI00015BB2CB,"DNA mismatch repair protein MutS-like, N-terminal",133,259
Pfam,UPI00015BB2CB,"DNA mismatch repair protein MutS, clamp",611,689
Pfam,UPI00015BB2CB,"DNA mismatch repair protein MutS, connector domain",276,405
Pfam,UPI000013A7A2,Atypical dual-specificity phosphatase Siw14-like,62,219
Pfam,UPI000013A721,Ataxin-10 domain,446,543
Pfam,UPI000006B680,Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase,170,545
Pfam,UPI000013A5D1,Peptide methionine sulphoxide reductase MrsB domain,47,166
Pfam,UPI00001314C3,,174,325
Pfam,UPI00001314C3,Thioredoxin domain,34,136
Pfam,UPI000013A6F7,Yeast membrane protein DUP/COS,80,169
Pfam,UPI0000131360,Stress-induced protein SRP1/TIP1,26,117
Pfam,UPI000013A7A7,"Sortilin, N-terminal",3,259
Pfam,UPI000004F8E1,"Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1",226,404
Pfam,UPI000012A181,PQ-loop repeat,155,212
Pfam,UPI0000000C01,Flocculin type 3 repeat,420,464
Pfam,UPI00001323CD,Peptidase M3A/M3B catalytic domain,250,709
Pfam,UPI0000000BFA,Plasma membrane ATPase proteolipid,2,40
Pfam,UPI0000053025,"Small-subunit processome, Utp12",746,850
Pfam,UPI0000053025,"Anaphase-promoting complex subunit 4-like, WD40 domain",238,308
Pfam,UPI0000053025,WD40 repeat,340,373
Pfam,UPI0000000BFB,Carbohydrate kinase PfkB,3,324
Pfam,UPI000012AD8F,SH3 domain,443,484
Pfam,UPI000013A7AB,Zn(2)Cys(6) fungal-type DNA-binding domain,14,49
Pfam,UPI000012B25A,RNA recognition motif domain,221,289
Pfam,UPI00001336BF,Retrieval of early ER protein Rer1,21,184
Pfam,UPI0000069FD1,WKF domain,102,196
Pfam,UPI000006A387,Small GTPase,18,190
Pfam,UPI000006A95F,Major facilitator superfamily,67,490
Pfam,UPI00000531D2,Primosome PriB/single-strand DNA-binding,20,115
Pfam,UPI000006A3E3,Small ribosomal subunit protein uS11,15,133
Pfam,UPI000013A71A,Peptidase S8/S53 domain,172,388
Pfam,UPI0000052F35,"Exoribonuclease, phosphorolytic domain 1",48,244
Pfam,UPI00001682CC,WD40 repeat,663,687
Pfam,UPI000004F8E4,BAR domain,6,231
